-1000,-1000,-1000,-1000,1159344897
-1000,-1000,-1000,98,2073038646
-1000,-1000,96,-1000,2073308625
-1000,-1000,-1000,98,2073399456
-1000,-1000,96,-1000,2073669429
-1000,-1000,-1000,98,2073760262
-1000,-1000,-1000,98,2074121047
-1000,-1000,95,-1000,2074390966
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,99,2074842672
107,-1000,-1000,-1000,2074930399
-1000,-1000,-1000,99,2075203500
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,99,2076646614
107,-1000,-1000,-1000,2077094980
-1000,-1000,-1000,99,2077368187
107,-1000,-1000,-1000,2077455753
-1000,-1000,-1000,99,2077728945
-1000,-1000,-1000,99,2078089715
107,-1000,-1000,-1000,2078898873
-1000,-1000,-1000,99,2079172023
-1000,-1000,95,-1000,2079441834
-1000,-1000,-1000,99,2080615200
-1000,-1000,95,-1000,2081245804
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,98,2081697542
-1000,-1000,-1000,98,2082058345
107,-1000,-1000,-1000,2082506865
-1000,-1000,-1000,-1000,-1000
-1000,-1000,95,-1000,2083049758
-1000,-1000,-1000,98,2083862280
-1000,-1000,-1000,98,2084223047
-1000,-1000,-1000,98,2084583813
-1000,-1000,-1000,98,2084944579
-1000,-1000,95,-1000,2085214373
-1000,-1000,-1000,98,2085305321
-1000,-1000,95,-1000,2085935943
-1000,-1000,-1000,98,2086026848
-1000,-1000,-1000,99,2087109265
-1000,-1000,95,-1000,2087379173
-1000,-1000,-1000,99,2087470054
-1000,-1000,-1000,99,2088191682
-1000,-1000,95,-1000,2088822385
-1000,-1000,-1000,99,2089995675
-1000,-1000,-1000,98,2090356486
-1000,-1000,-1000,98,2090717315
-1000,-1000,-1000,98,2091078103
-1000,-1000,-1000,98,2091438905
-1000,-1000,-1000,98,2091799717
-1000,-1000,-1000,98,2095407947
-1000,-1000,-1000,98,2095768762
-1000,-1000,-1000,98,2096129579
0,-1000,-1000,-1000,0
-1000,-1000,95,-1000,2096760239
-1000,-1000,-1000,98,2097572816
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,98,2100098484
-1000,-1000,95,-1000,2100368333
-1000,-1000,-1000,98,2100459270
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,98,2101902470
-1000,-1000,95,-1000,2103254761
-1000,-1000,-1000,90,2103343751
-1000,-1000,-1000,98,2104067305
-1000,-1000,-1000,98,2104788943
-1000,-1000,-1000,98,2105510488
-1000,-1000,-1000,98,2105871265
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,98,2106592852
107,-1000,-1000,-1000,2106680601
-1000,-1000,-1000,98,2106953667
107,-1000,-1000,-1000,2107041413
-1000,-1000,-1000,98,2107314488
107,-1000,-1000,-1000,2107402209
-1000,-1000,-1000,98,2108036096
-1000,-1000,-1000,98,2108396925
-1000,-1000,95,-1000,2108666764
-1000,-1000,-1000,98,2109840173
-1000,-1000,-1000,98,2110200961
-1000,-1000,95,-1000,2110831539
-1000,-1000,-1000,98,2110922543
107,-1000,-1000,-1000,2111010232
-1000,-1000,95,-1000,2111553108
-1000,-1000,-1000,98,2111644093
-1000,-1000,-1000,98,2112726425
-1000,-1000,-1000,98,2113087213
-1000,-1000,-1000,98,2113808804
-1000,-1000,-1000,98,2115612869
107,-1000,-1000,-1000,2115700575
107,-1000,-1000,-1000,2116061389
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,98,2117416942
-1000,-1000,-1000,98,2117777751
-1000,-1000,-1000,98,2118138565
-1000,-1000,-1000,98,2118499377
-1000,-1000,-1000,98,2119221006
-1000,-1000,-1000,98,2119581782
0,-1000,-1000,-1000,0
-1000,-1000,95,-1000,2120573170
-1000,-1000,-1000,98,2120664137
107,-1000,-1000,-1000,2120751788
107,-1000,-1000,-1000,2121112596
-1000,-1000,-1000,89,2121383677
107,-1000,-1000,-1000,2121473388
-1000,-1000,-1000,98,2121746536
-1000,-1000,95,-1000,2122737949
-1000,-1000,-1000,98,2122828945
-1000,-1000,-1000,98,2123189745
-1000,-1000,-1000,98,2123550549
-1000,-1000,-1000,98,2123911354
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,98,2124993759
-1000,-1000,-1000,98,2125354565
-1000,-1000,-1000,98,2125715326
-1000,-1000,-1000,98,2126076114
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,98,2128601672
-1000,-1000,-1000,98,2128962457
-1000,-1000,-1000,98,2129323251
-1000,-1000,-1000,98,2129684048
-1000,-1000,-1000,98,2130044861
-1000,-1000,-1000,98,2130405693
-1000,-1000,-1000,98,2131848954
-1000,-1000,-1000,98,2132209755
-1000,-1000,95,-1000,2132840423
-1000,-1000,-1000,98,2132931366
-1000,-1000,-1000,98,2133292155
-1000,-1000,-1000,-1000,-1000
-1000,-1000,95,-1000,2134283587
-1000,-1000,-1000,98,2134374513
-1000,-1000,-1000,98,2135096067
-1000,-1000,-1000,98,2135817648
-1000,-1000,-1000,98,2136178440
-1000,-1000,-1000,98,2137260746
-1000,-1000,-1000,98,2137982302
-1000,-1000,95,-1000,2138252151
-1000,-1000,-1000,98,2138343091
-1000,-1000,95,-1000,2138612938
-1000,-1000,-1000,98,2138703898
-1000,-1000,95,-1000,2138973726
-1000,-1000,-1000,98,2139064714
-1000,-1000,-1000,98,2139425508
-1000,-1000,-1000,99,2139786319
-1000,-1000,95,-1000,2140056069
-1000,-1000,-1000,99,2140147125
-1000,-1000,-1000,99,2140507909
-1000,-1000,-1000,99,2140868722
-1000,-1000,94,-1000,2141499023
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,99,2141951140
-1000,-1000,-1000,99,2142311952
-1000,-1000,93,-1000,2142581264
-1000,-1000,-1000,99,2142672737
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,99,2143394252
-1000,-1000,-1000,99,2144115651
-1000,-1000,-1000,98,2144476385
-1000,-1000,-1000,98,2144837130
